,SOURCE,TARGET,POSITION,CATEGORY
1402,PT SINAR SILICA ABADI,UJANG SUKARNAEN,DIREKTUR,INDIVIDU
1403,PT DHIKA YOGATAMA,"LIANAYANTI ATMAJA, LIEM",SEKUTU PASIF,INDIVIDU
1404,PT DHIKA YOGATAMA,TEDDY HARTONO SETIAWAN,"SEKUTU AKTIF,PENGURUS",INDIVIDU
1405,PT SEJAHTERA LOGINDO ALAM,"SUDRAJAT, AMD",DIREKTUR,INDIVIDU
1406,PT SEJAHTERA LOGINDO ALAM,PT KIMORA INTERNASIONAL,BADAN HUKUM,PERUSAHAAN
1407,PT SEJAHTERA LOGINDO ALAM,SUNARTO SARDADI,KOMISARIS,INDIVIDU
1408,PT SEJAHTERA LOGINDO ALAM,PT SINAR LOGINDO ALAM,BADAN HUKUM,PERUSAHAAN
1409,PT TIN INDUSTRI NASIONAL,RONY FERYAWAN,DIREKTUR,INDIVIDU
1410,PT TIN INDUSTRI NASIONAL,PAULUS,KOMISARIS,INDIVIDU
1411,PT TIN INDUSTRI NASIONAL,PT TININDO INTER NUSA,BADAN HUKUM,PERUSAHAAN
1412,PT TIN INDUSTRI NASIONAL,PT KIMORA INTERNASIONAL,BADAN HUKUM,PERUSAHAAN
1413,PT HARAPAN MUDA,WINARNO,PENGURUS,INDIVIDU
1414,PT HARAPAN MUDA,YONG KIE,SEKUTU PASIF,INDIVIDU
1415,PT HARAPAN MUDA,WINARNO,SEKUTU AKTIF,INDIVIDU
1416,PT HARAPAN MUDA,ROBI,SEKUTU PASIF,INDIVIDU
1417,PT BANGKA MINERATAMA MANDIRI,GERAL NOFANDY,"SEKUTU AKTIF,PENGURUS",INDIVIDU
1418,PT BANGKA MINERATAMA MANDIRI,DJOHAN RIDUAN HASAN,SEKUTU PASIF,INDIVIDU
1419,PT CAHAYA SILICA ABADI,UJANG SUKARNAEN,DIREKTUR,INDIVIDU
1420,PT CAHAYA SILICA ABADI,DJOHAN RIDUAN HASAN,KOMISARIS,INDIVIDU
1421,PT KURNIA MANDIRI ADIPERKASA,NICKOLAS TJAN SAKTI EFENDIE,KOMISARIS,INDIVIDU
1422,PT KURNIA MANDIRI ADIPERKASA,KURNYATJAN SAKTI EFENDIE,DIREKTUR,INDIVIDU
1423,PT JABEL TRI BERSAUDARA,RIANTO HAKIM,DIREKTUR UTAMA,INDIVIDU
1424,PT JABEL TRI BERSAUDARA,PT PRIMA BUNDIARTA NUSA,BADAN HUKUM,PERUSAHAAN
1425,PT JABEL TRI BERSAUDARA,NICHOLAS HAKIM,DIREKTUR,INDIVIDU
1426,PT JABEL TRI BERSAUDARA,DJEMI HAKIM,KOMISARIS,INDIVIDU
1427,PT SUMBER ALAM TIMAH JAYA,TN. HERO TIO,,INDIVIDU
1428,PT SUMBER ALAM TIMAH JAYA,NN. MERRY,,INDIVIDU
1429,PT SUMBER ALAM TIMAH JAYA,TN. JUNAIDIN,DIREKTUR,INDIVIDU
1430,PT SUMBER ALAM TIMAH JAYA,TN. LUNA SUMATRA,KOMISARIS,INDIVIDU
1431,PT KENCANA KAOLIN INDUSTRI,TJOA LIE TJING,KOMISARIS UTAMA,INDIVIDU
1432,PT KENCANA KAOLIN INDUSTRI,JIMMY SANJAYA,DIREKTUR,INDIVIDU
1433,PT KENCANA KAOLIN INDUSTRI,TJOA JIN KIE,DIREKTUR UTAMA,INDIVIDU
1434,PT KENCANA KAOLIN INDUSTRI,TJOA JIN KHIAT,KOMISARIS,INDIVIDU
1435,PT MANDIRI SEJAHTERA ABADI,SUMIATI,SEKUTU PASIF,INDIVIDU
1436,PT MANDIRI SEJAHTERA ABADI,NICHOLAS HAKIM,SEKUTU PASIF,INDIVIDU
1437,PT MANDIRI SEJAHTERA ABADI,DJEMI HAKIM,"SEKUTU AKTIF,PENGURUS",INDIVIDU
1438,PT STANINDO INTI PERKASA,SUWITO GUNAWAN,KOMISARIS,INDIVIDU
1439,PT STANINDO INTI PERKASA,MB. GUNAWAN,DIREKTUR,INDIVIDU
1440,PT DUA SATU UTAMA,PT AUTUM PRIMA INDONESIA,BADAN HUKUM,PERUSAHAAN
1441,PT DUA SATU UTAMA,TRIANDI,KOMISARIS,INDIVIDU
1442,PT DUA SATU UTAMA,REYMOND HENDRA PLANGITEN,DIREKTUR,INDIVIDU
1443,PT ROYAL SILICA NUSANTARA,YULI MARIA LYANAWATI,KOMISARIS,INDIVIDU
1444,PT ROYAL SILICA NUSANTARA,PT ROYAL PERMATA INDONESIA,BADAN HUKUM,PERUSAHAAN
1445,PT ROYAL SILICA NUSANTARA,"EDI NASAPTA, S.M",DIREKTUR,INDIVIDU
1446,PT KARYA CIPTA LAHANINDO,OPPY SANARJO,DIREKTUR,INDIVIDU
1447,PT KARYA CIPTA LAHANINDO,TITI,KOMISARIS,INDIVIDU
1448,PT KARYA CIPTA LAHANINDO,PT PELAYARAN KURNIA LAUTAN SEMESTA,BADAN HUKUM,PERUSAHAAN
1449,PT KARYA CIPTA LAHANINDO,KURNYATJAN SAKTI EFENDIE,DIREKTUR UTAMA,INDIVIDU
1450,PT GARUDA PANCA ARTHA,VINCENT JUNIUS,KOMISARIS UTAMA,INDIVIDU
1451,PT GARUDA PANCA ARTHA,PT PANCA MITRA ARTHA,BADAN HUKUM,PERUSAHAAN
1452,PT GARUDA PANCA ARTHA,FELIX SAPTAVIANUS,DIREKTUR,INDIVIDU
1453,PT GARUDA PANCA ARTHA,"BUDI SANTOSO, ST",KOMISARIS,INDIVIDU
1454,PT GARUDA PANCA ARTHA,PT SINAR MITRA ARTHA,BADAN HUKUM,PERUSAHAAN
1455,PT GARUDA PANCA ARTHA,"HENDRA BUDYHARJA, SH, SE",DIREKTUR UTAMA,INDIVIDU
1456,PT KAOLINDO INVESTAMA SENTOSA,OYONG WISMAN,SEKUTU PASIF,INDIVIDU
1457,PT KAOLINDO INVESTAMA SENTOSA,HENDY,SEKUTU PASIF,INDIVIDU
1458,PT KAOLINDO INVESTAMA SENTOSA,IRFAN RUSDI,SEKUTU PASIF,INDIVIDU
1459,PT KAOLINDO INVESTAMA SENTOSA,HENDRI,SEKUTU PASIF,INDIVIDU
1460,PT KAOLINDO INVESTAMA SENTOSA,RUSTAM RACHMAT,SEKUTU PASIF,INDIVIDU
1461,PT KAOLINDO INVESTAMA SENTOSA,HERMAWAN DAENG PARANI,SEKUTU PASIF,INDIVIDU
1462,PT KAOLINDO INVESTAMA SENTOSA,HELYUZAR,"SEKUTU AKTIF,PENGURUS",INDIVIDU
1463,PT KAOLINDO INVESTAMA SENTOSA,ARSIANDO CITRA SE,SEKUTU PASIF,INDIVIDU
1464,PT ANUGERAH KREATIF MANDIRI,VIVI VERONICA,,INDIVIDU
1465,PT ANUGERAH KREATIF MANDIRI,ACIN,KOMISARIS,INDIVIDU
1466,PT ANUGERAH KREATIF MANDIRI,KENDY,DIREKTUR,INDIVIDU
1467,PT ALBETA MAJU SUKSES,GUNAWAN,KOMISARIS UTAMA,INDIVIDU
1468,PT ALBETA MAJU SUKSES,RICHARD CHANDRA,DIREKTUR,INDIVIDU
1469,PT ALBETA MAJU SUKSES,YUNY FAJARWATY,KOMISARIS,INDIVIDU
1470,PT SILICA JAYA UTAMA,YONG KIE,SEKUTU PASIF,INDIVIDU
1471,PT SILICA JAYA UTAMA,ROBI,"SEKUTU AKTIF,PENGURUS",INDIVIDU
1472,PT PERKASA PARAMA BORNEO,ARYA RIZQI DARSONO,KOMISARIS UTAMA,INDIVIDU
1473,PT PERKASA PARAMA BORNEO,PT GARPATI DAYA INTEGRA,BADAN HUKUM,PERUSAHAAN
1474,PT PERKASA PARAMA BORNEO,IRVAN ERLANGGA KUSUMA DANI,DIREKTUR,INDIVIDU
1475,PT PERKASA PARAMA BORNEO,"STEFANUS KURNIAWAN, ST",DIREKTUR,INDIVIDU
1476,PT PERKASA PARAMA BORNEO,ANANDA NUGRAHA ANSHARI,DIREKTUR UTAMA,INDIVIDU
1477,PT PERKASA PARAMA BORNEO,AYI PARYANA,KOMISARIS,INDIVIDU
1478,PT BAYU MANDIRI PRATAMA,RONY LIE,SEKUTU PASIF,INDIVIDU
1479,PT BAYU MANDIRI PRATAMA,LASUWA,"SEKUTU AKTIF,PENGURUS",INDIVIDU
1480,PT PERMATA BATU ITAM,WIDODO BAWONO,DIREKTUR,INDIVIDU
1481,PT BERKAH SILICA MULIA,UJANG SUKARNAEN,DIREKTUR,INDIVIDU
1482,PT BERKAH SILICA MULIA,DJOHAN RIDUAN HASAN,KOMISARIS,INDIVIDU
1483,PT RAJAWALI RIMBA PERKASA,FIRDAUS HIKMI ABDULLAH,,INDIVIDU
1484,PT RAJAWALI RIMBA PERKASA,ASWAL,KOMISARIS,INDIVIDU
1485,PT RAJAWALI RIMBA PERKASA,MAHENDRA SUJANA,,INDIVIDU
1486,PT RAJAWALI RIMBA PERKASA,WAWAN HERWAN SATOMI,DIREKTUR,INDIVIDU
1487,PT RAJAWALI RIMBA PERKASA,FERRY KAMARIUN,,INDIVIDU
1488,PT RAJAWALI RIMBA PERKASA,RONAL WIJAYA,,INDIVIDU
1489,PT RAJAWALI RIMBA PERKASA,HADI WIRATAMA LEGAWA,,INDIVIDU
1490,PT MITRA PERSADA RESOURCES,PT KEIKIRA BERSAMA NUSANTARA,BADAN HUKUM,PERUSAHAAN
1491,PT MITRA PERSADA RESOURCES,HANDRIC,KOMISARIS,INDIVIDU
1492,PT MITRA PERSADA RESOURCES,IWAN,DIREKTUR,INDIVIDU
1493,PT MITRA PERSADA RESOURCES,PT ARMADA SAMUDRA PERSADA,BADAN HUKUM,PERUSAHAAN
1494,PT BERKAH BANGKA MAJU,FIRMAN,DIREKTUR UTAMA,INDIVIDU
1495,PT BERKAH BANGKA MAJU,ERWAN ROS,KOMISARIS,INDIVIDU
1496,PT BERKAH BANGKA MAJU,JIMMY,DIREKTUR,INDIVIDU
1497,PT BERKAH BANGKA MAJU,ARBI LEO,KOMISARIS UTAMA,INDIVIDU
1498,PT MANDIRI SEJAHTERA ABADI,"DENI SYAHDANI, SE","SEKUTU AKTIF,PENGURUS",INDIVIDU
1499,PT MANDIRI SEJAHTERA ABADI,MUHAMMAD ALFI FARHAN,"SEKUTU PASIF,PENGURUS",INDIVIDU
1500,PT MANDIRI SEJAHTERA ABADI,YOICE SISILIA,"SEKUTU AKTIF,PENGURUS",INDIVIDU
1501,PT BANGUNAN AGUNG,RACHMAN HAKIM,KOMISARIS UTAMA,INDIVIDU
1502,PT BANGUNAN AGUNG,PT NIPPINDO KAOLIN ABADI,BADAN HUKUM,PERUSAHAAN
1503,PT BANGUNAN AGUNG,PT ALTER ABADI,BADAN HUKUM,PERUSAHAAN
1504,PT BANGUNAN AGUNG,LENY HAKIM,DIREKTUR,INDIVIDU
1505,PT BANGUNAN AGUNG,NOVITA HAKIM,KOMISARIS,INDIVIDU
1506,PT BANGUNAN AGUNG,JEFRY HAKIM,DIREKTUR UTAMA,INDIVIDU
1507,PT BANGUNAN AGUNG,ISKANDAR,DIREKTUR,INDIVIDU
1508,PT BANGUNAN AGUNG,HARUN CAHYADI,,INDIVIDU
1509,PT BANGUNAN AGUNG,HARI SOEMANTO,DIREKTUR,INDIVIDU
1510,PT SARANA MARINDO,RUDI,KOMISARIS,INDIVIDU
1511,PT SARANA MARINDO,S A A D I,,INDIVIDU
1512,PT SARANA MARINDO,WIRYADI SUKAMTO,DIREKTUR,INDIVIDU
1513,PT ERA BARU KWARSA,HERMAWAN DAENG PARANI,,INDIVIDU
1514,PT ERA BARU KWARSA,RUSTAM RACHMAT,,INDIVIDU
1515,PT ERA BARU KWARSA,HENDY,KOMISARIS UTAMA,INDIVIDU
1516,PT ERA BARU KWARSA,OYONG WISMAN,DIREKTUR,INDIVIDU
1517,PT ERA BARU KWARSA,HELYUZAR,,INDIVIDU
1518,PT ERA BARU KWARSA,ARSIANDO CITRA SE,KOMISARIS,INDIVIDU
1519,PT GELORA ABADI PERSADA,PARRISH,DIREKTUR UTAMA,INDIVIDU
1520,PT GELORA ABADI PERSADA,POHAN BUDIMAN,,INDIVIDU
1521,PT GELORA ABADI PERSADA,EDY FITRIYANTO,DIREKTUR,INDIVIDU
1522,PT GELORA ABADI PERSADA,CAROLINE PURNOMO,DIREKTUR,INDIVIDU
1523,PT GELORA ABADI PERSADA,FREDDY LIMAWAN,KOMISARIS,INDIVIDU
1524,PT TIMAH INVESTASI MINERAL,SUMARTONO,KOMISARIS,INDIVIDU
1525,PT TIMAH INVESTASI MINERAL,ARI WIBOWO,DIREKTUR,INDIVIDU
1526,PT TIMAH INVESTASI MINERAL,KOPERASI KARYAWAN TIMAH MITRA MANDIRI,BADAN HUKUM,INDIVIDU
1527,PT TIMAH INVESTASI MINERAL,PT TIMAH TBK,BADAN HUKUM,PERUSAHAAN
1528,PT TIMAH INVESTASI MINERAL,ABDULLAH UMAR,DIREKTUR UTAMA,INDIVIDU
1529,PT KWARSA PRIMA JAYA,OYONG WISMAN,KOMISARIS,INDIVIDU
1530,PT KWARSA PRIMA JAYA,HENDY,DIREKTUR,INDIVIDU
1531,PT KWARSA PRIMA JAYA,ARSIANDO CITRA SE,KOMISARIS UTAMA,INDIVIDU
1532,PT KWARSA PRIMA JAYA,SILIKA JAYA BARU,BADAN HUKUM,INDIVIDU
1533,PT KWARSA PRIMA JAYA,HAMPARAN PASIR JAYA,BADAN HUKUM,INDIVIDU
1534,PT TANJUNG BUKIT NUNGGAL,RIZARD AMRY SIRAT,DIREKTUR UTAMA,INDIVIDU
1535,PT TANJUNG BUKIT NUNGGAL,PT VITRAMA PROPERTI,BADAN HUKUM,PERUSAHAAN
1536,PT TANJUNG BUKIT NUNGGAL,SOFIANI HARAHAP,DIREKTUR,INDIVIDU
1537,PT TANJUNG BUKIT NUNGGAL,PT BUMIWARNA AGUNGPERKASA,BADAN HUKUM,PERUSAHAAN
1538,PT TANJUNG BUKIT NUNGGAL,DIDI SULISTIONO,KOMISARIS,INDIVIDU
1539,PT BONANZA,LUKMAN WINATA,"SEKUTU AKTIF,PENGURUS",INDIVIDU
1540,PT BONANZA,ROBERTUS BUDI PRASETYA KURNIAWAN,"SEKUTU PASIF,PENGURUS",INDIVIDU
1541,PT DUA SATU UTAMA,"JEFRY PONAMON, SE","SEKUTU AKTIF,PENGURUS",INDIVIDU
1542,PT DUA SATU UTAMA,MUH. RIJAL. M,SEKUTU PASIF,INDIVIDU
1543,PT DUA SATU UTAMA,SUNARDI,"SEKUTU AKTIF,PENGURUS",INDIVIDU
1544,PT CAHAYA SURYA MENTARI,SUKANDA GUNAWAN SAKTI EFENDI,SEKUTU PASIF,INDIVIDU
1545,PT CAHAYA SURYA MENTARI,KURNYATJAN SAKTI EFENDIE,"SEKUTU AKTIF,PENGURUS",INDIVIDU
1546,PT TIGA BANGUN BERSAMA,FAISAL ISLAMI,"SEKUTU AKTIF,PENGURUS",INDIVIDU
1547,PT TIGA BANGUN BERSAMA,NADYA ERINA,SEKUTU PASIF,INDIVIDU
1548,PT TIGA BANGUN BERSAMA,SAIFUL ISLAM,SEKUTU PASIF,INDIVIDU
