OBJECTID,PULAU,PEJABAT,ID_PROV,PROVINSI,ID_KAB,KABUPATEN,JENIS_IZIN,BADAN_USAHA,NAMA_PERUSAHAAN,KODE_WIUP,SK_IUP,TANGGAL_BERLAKU,TANGGAL_BERAKHIR,KEGIATAN,LUAS_SK,KOMODITAS,KODE_GOLONGAN,KODE_JNSKOM,CNC,GENERASI,KODE_WIL,LOKASI,GEOMETRY,STATUS_IUP
175180,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,02,KABUPATEN BELITUNG,IUP,PT,PT DUA SATU UTAMA,3119024242021007,188.4/347-S/ESDM/2023                                                                               ,2021-09-02,2026-07-08,OPERASI PRODUKSI,49.52,KAOLIN,4,24,CNC,,,"KECAMATAN BADAU, KABUPATEN BELITUNG","POLYGON ((107.75127777799997 -2.807833333000019, 107.75127777799997 -2.817416666999975, 107.75644444400001 -2.817416666999975, 107.75644444400001 -2.815861111000004, 107.75488888899997 -2.815861111000004, 107.75488888899997 -2.8141111109999883, 107.75430555600002 -2.8141111109999883, 107.75430555600002 -2.8135277779999797, 107.752472222 -2.8135277779999797, 107.752472222 -2.811194444000023, 107.75286111100002 -2.811194444000023, 107.75286111100002 -2.810555555999997, 107.75372222200002 -2.810555555999997, 107.75372222200002 -2.8109999999999786, 107.75480555600001 -2.8109999999999786, 107.75480555600001 -2.8115000000000236, 107.75580555599998 -2.8115000000000236, 107.75580555599998 -2.8117222220000144, 107.75819444400003 -2.8117222220000144, 107.75819444400003 -2.8078055560000053, 107.757222222 -2.8078055560000053, 107.757222222 -2.810222221999993, 107.75602777799998 -2.810222221999993, 107.75602777799998 -2.807833333000019, 107.75127777799997 -2.807833333000019))",AKTIF
175811,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,06,BELITUNG TIMUR,IUP,CV,CV BERKAH BANGKA MAJU,1119066112021003,1757/1/IUP/PMDN/2021,2021-12-09,2028-12-09,EKSPLORASI,117.5,PASIR KUARSA,6,11,CNC,,,"Tanjung Batu Itam, Simpang Pesak, Belitung Timur, Kepulauan Bangka Belitung","POLYGON ((108.06480555600001 -3.164555555999982, 108.06480555600001 -3.170500000000004, 108.067277778 -3.170500000000004, 108.067277778 -3.1787222219999762, 108.07033333300001 -3.1787222219999762, 108.07033333300001 -3.1756388890000267, 108.07208333300002 -3.1756388890000267, 108.07208333300002 -3.172888888999978, 108.074222222 -3.172888888999978, 108.074222222 -3.164555555999982, 108.06480555600001 -3.164555555999982))",AKTIF
175851,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,06,KABUPATEN BELITUNG TIMUR,IUP,PT,PT BERSAHAJA BERKAT SAHABAT JAYA,1119064052021002,1124/1/IUP/PMDN/2021                                                                                ,2021-10-19,2028-10-19,EKSPLORASI,121.4,PASIR KUARSA,6,11,CNC,,,"KECAMATAN GANTUNG, KABUPATEN BELITUNG TIMUR","POLYGON ((108.107138889 -3.1461944440000025, 108.107138889 -3.1484166669999922, 108.10836111100002 -3.1484166669999922, 108.10836111100002 -3.151305556000011, 108.109916667 -3.151305556000011, 108.109916667 -3.1553055559999734, 108.115194444 -3.1553055559999734, 108.115194444 -3.1717499999999745, 108.117777778 -3.1717499999999745, 108.117777778 -3.163250000000005, 108.11722222200001 -3.163250000000005, 108.11722222200001 -3.1501388890000044, 108.11291666699998 -3.1501388890000044, 108.11291666699998 -3.1461944440000025, 108.107138889 -3.1461944440000025))",AKTIF
175959,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,06,KABUPATEN BELITUNG TIMUR,IUP,PT,PT HERO PROGRES INTERNATIONAL,1119065182021001,81201078200390024                                                                                   ,2023-07-07,2028-07-06,OPERASI PRODUKSI,196.85,TANAH LIAT,5,18,CNC,,,DESA BATU PENYU DAN DESA LIMBONGAN,"POLYGON ((108.157838889 -3.0682055560000094, 108.157838889 -3.0713805560000083, 108.15564444400002 -3.0713805560000083, 108.15564444400002 -3.0740694439999743, 108.15362222200002 -3.0740694439999743, 108.15362222200002 -3.076011111000014, 108.15211666699997 -3.076011111000014, 108.15211666699997 -3.077788888999976, 108.15083611099999 -3.077788888999976, 108.15083611099999 -3.0794833329999847, 108.15593611100002 -3.0794833329999847, 108.15593611100002 -3.0873333330000037, 108.161780556 -3.0873333330000037, 108.161780556 -3.087366667000026, 108.161833333 -3.087366667000026, 108.161833333 -3.082613889000015, 108.16263611099998 -3.082613889000015, 108.16263611099998 -3.079441667000026, 108.16520555599999 -3.079441667000026, 108.16520555599999 -3.0771055559999922, 108.16545000000002 -3.0771055559999922, 108.16545000000002 -3.076733332999993, 108.16567222200001 -3.076733332999993, 108.16567222200001 -3.0761777779999875, 108.16598055600002 -3.0761777779999875, 108.16598055600002 -3.0758500000000026, 108.16630833300002 -3.0758500000000026, 108.16630833300002 -3.0756666670000072, 108.16668333299998 -3.0756666670000072, 108.16668333299998 -3.0754361109999877, 108.16705555599998 -3.0754361109999877, 108.16705555599998 -3.075261110999975, 108.16727777800003 -3.075261110999975, 108.16727777800003 -3.075083333000009, 108.16770000000002 -3.075083333000009, 108.16770000000002 -3.0748777779999727, 108.16800555600003 -3.0748777779999727, 108.16800555600003 -3.0747333329999833, 108.168408333 -3.0747333329999833, 108.168408333 -3.074580556000001, 108.16877222199997 -3.074580556000001, 108.16877222199997 -3.0743666669999925, 108.16921388899999 -3.0743666669999925, 108.16921388899999 -3.074152777999984, 108.16958888900001 -3.074152777999984, 108.16958888900001 -3.0739694439999994, 108.16991111099998 -3.0739694439999994, 108.16991111099998 -3.0737555559999805, 108.17036388899999 -3.0737555559999805, 108.17036388899999 -3.073558332999994, 108.17074722199999 -3.073558332999994, 108.17074722199999 -3.0733111110000095, 108.17107777799998 -3.0733111110000095, 108.17107777799998 -3.0730500000000234, 108.17148888899999 -3.0730500000000234, 108.17148888899999 -3.068336111000008, 108.16810277799999 -3.068336111000008, 108.16810277799999 -3.068952777999982, 108.16714166700001 -3.068952777999982, 108.16714166700001 -3.0748944439999946, 108.16218055600001 -3.0748944439999946, 108.16218055600001 -3.0825583330000086, 108.161594444 -3.0825583330000086, 108.161594444 -3.087024999999983, 108.15975833300001 -3.087024999999983, 108.15975833300001 -3.073891666999998, 108.16505555600003 -3.073891666999998, 108.16505555600003 -3.0685416669999768, 108.16041111099997 -3.0685416669999768, 108.16041111099997 -3.0682055560000094, 108.157838889 -3.0682055560000094))",AKTIF
175999,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,02,KABUPATEN BELITUNG,IUP,PT,PT SINAR INDAH SELARAS,3119022112014017,1097/1/IUP/PMDN/2022,2022-09-21,2041-10-22,OPERASI PRODUKSI,5015.0,TIMAH,2,11,CNC-12,,,"AIR SERUK, SIJUK","POLYGON ((107.83300000000003 -2.6810500000000275, 107.83300000000003 -2.690488888999994, 107.82636111099998 -2.690488888999994, 107.82636111099998 -2.696158333000028, 107.80799999999999 -2.696158333000028, 107.80799999999999 -2.6831888890000073, 107.815 -2.6831888890000073, 107.815 -2.6750583329999813, 107.82100000000003 -2.6750583329999813, 107.82100000000003 -2.6682777780000038, 107.82189537300002 -2.6682777780000038, 107.827 -2.6682777780000038, 107.827 -2.659477777999996, 107.80900000000003 -2.659477777999996, 107.80900000000003 -2.6566555559999756, 107.78477222200002 -2.6566555559999756, 107.78477222200002 -2.6670166669999844, 107.75494444399999 -2.6670166669999844, 107.75494444399999 -2.6785416669999904, 107.74900000000002 -2.6785416669999904, 107.74900000000002 -2.711838888999978, 107.757 -2.711838888999978, 107.757 -2.7175694439999916, 107.78399999999999 -2.7175694439999916, 107.78399999999999 -2.7126444439999773, 107.78384211299999 -2.7126778659999786, 107.78384211299999 -2.7123894910000104, 107.78984211300002 -2.7123894910000104, 107.78984211300002 -2.7071191140000224, 107.80784211299999 -2.7071191140000224, 107.80784211299999 -2.7029921559999934, 107.862842113 -2.7029921559999934, 107.862842113 -2.696327778000011, 107.856 -2.696327778000011, 107.856 -2.691550989999996, 107.856 -2.6800777779999976, 107.85199999999998 -2.6800777779999976, 107.85199999999998 -2.6770888890000037, 107.846 -2.6770888890000037, 107.846 -2.6733194440000148, 107.83999999999997 -2.6733194440000148, 107.83999999999997 -2.6810500000000275, 107.83300000000003 -2.6810500000000275))",AKTIF
177281,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,02,BELITUNG,WIUP,PT,PT ALDITA KWARSAINDO MAKMUR,1119026112021001,,,,PENCADANGAN,363.0,PASIR KUARSA,6,11,,,,"MEMBALONG, BELITUNG","POLYGON ((107.60777805599997 -3.003333055999974, 107.60777777800001 -3.0077777779999906, 107.60527805599997 -3.0077780560000065, 107.60527805599997 -3.021111110999982, 107.62583305599998 -3.021111110999982, 107.62583305599998 -3.007499999999993, 107.61416694399998 -3.007499999999993, 107.61416694399998 -3.00722194399998, 107.61388888900001 -3.00722194399998, 107.61388888900001 -3.006943889000013, 107.61305611099999 -3.006943889000013, 107.61305611099999 -3.006666944000017, 107.61277805600002 -3.006666944000017, 107.61277805600002 -3.006388888999993, 107.61250000000001 -3.006388888999993, 107.61250000000001 -3.0061111109999956, 107.61194388899997 -3.0061111109999956, 107.61194388899997 -3.0058330559999717, 107.61166694399998 -3.0058330559999717, 107.61166694399998 -3.0055561109999758, 107.61111111100001 -3.0055561109999758, 107.61111111100001 -3.0052780560000087, 107.61083305599999 -3.0052780560000087, 107.61083305599999 -3.0049999999999955, 107.61027805600003 -3.0049999999999955, 107.61027805600003 -3.003333055999974, 107.60777805599997 -3.003333055999974))",AKTIF
177475,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,02,KABUPATEN BELITUNG,WIUP,CV,CV IRPAU HERO,1119026112021002,,,,PENCADANGAN,49.7,PASIR KUARSA,6,11,,,,"DESA MEMBALONG, KEC. MEMBALONG, KABUPATEN BELITUNG","POLYGON ((107.64322777799998 -3.1742777779999756, 107.64322777799998 -3.1755361109999853, 107.63973333299998 -3.1755361109999853, 107.63973333299998 -3.1774861110000074, 107.63610555600002 -3.1774861110000074, 107.63610555600002 -3.1794722220000153, 107.641936111 -3.1794722220000153, 107.641936111 -3.1836638890000017, 107.64633333299997 -3.1836638890000017, 107.64633333299997 -3.196358332999978, 107.65358888899999 -3.196358332999978, 107.65358888899999 -3.1962805559999765, 107.646419444 -3.1962805559999765, 107.646419444 -3.1835833330000014, 107.64202222199998 -3.1835833330000014, 107.64202222199998 -3.1794666669999856, 107.642730556 -3.1794666669999856, 107.642730556 -3.177838888999986, 107.64899722199999 -3.177838888999986, 107.64899722199999 -3.1763916670000185, 107.64808888900001 -3.1763916670000185, 107.64808888900001 -3.1750000000000114, 107.647055556 -3.1750000000000114, 107.647055556 -3.1742777779999756, 107.64322777799998 -3.1742777779999756))",AKTIF
177498,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,02,KABUPATEN BELITUNG,WIUP,PT,PT IRPAU HERO PROGRES,1119024242021001,,,,PENCADANGAN,20.57,KAOLIN,4,24,,,,"DESA PADANG KANDIS, KEC. MEMBALONG, KABUPATEN BELITUNG, PROV. KEPULAUAN BANGKA BELITUNG","POLYGON ((107.64586111099999 -3.214136111000016, 107.64586111099999 -3.2156833330000154, 107.64673055600002 -3.2156833330000154, 107.64673055600002 -3.2170249999999783, 107.648061111 -3.2170249999999783, 107.648061111 -3.217538889000025, 107.64854444399998 -3.217538889000025, 107.64854444399998 -3.2184805559999745, 107.64898888900001 -3.2184805559999745, 107.64898888900001 -3.2198666670000193, 107.649925 -3.2198666670000193, 107.649925 -3.221061110999983, 107.65130833299997 -3.221061110999983, 107.65130833299997 -3.2225722219999966, 107.653127778 -3.2225722219999966, 107.653127778 -3.2206305560000033, 107.65159722200002 -3.2206305560000033, 107.65159722200002 -3.2190555560000007, 107.65035833299999 -3.2190555560000007, 107.65035833299999 -3.2178833329999748, 107.649277778 -3.2178833329999748, 107.649277778 -3.2167861109999762, 107.64841388899998 -3.2167861109999762, 107.64841388899998 -3.214136111000016, 107.64586111099999 -3.214136111000016))",AKTIF
177522,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,02,KABUPATEN BELITUNG,IUP,CV,CV SILICA JAYA UTAMA,1119026112021003,1538/1/IUP/PMDN/2021                                                                                ,2021-11-19,2028-11-19,EKSPLORASI,44.7,PASIR KUARSA,6,11,CNC,,,"DESA LASAR, KECAMATAN MEMBALONG","POLYGON ((107.605805556 -3.036555555999996, 107.605444444 -3.036555555999996, 107.605444444 -3.036944444000028, 107.60477777800003 -3.036944444000028, 107.60477777800003 -3.0373611109999956, 107.60405555599999 -3.0373611109999956, 107.60405555599999 -3.037750000000017, 107.603277778 -3.037750000000017, 107.603277778 -3.0381666669999845, 107.60269444400001 -3.0381666669999845, 107.60269444400001 -3.0385277780000024, 107.60197222199997 -3.0385277780000024, 107.60197222199997 -3.0389444439999806, 107.60116666699997 -3.0389444439999806, 107.60116666699997 -3.039361111000005, 107.60038888899999 -3.039361111000005, 107.60038888899999 -3.039805555999976, 107.599611111 -3.039805555999976, 107.599611111 -3.0402500000000146, 107.59883333300002 -3.0402500000000146, 107.59883333300002 -3.0407500000000027, 107.59797222200001 -3.0407500000000027, 107.59797222200001 -3.0411944439999843, 107.59713888900001 -3.0411944439999843, 107.59713888900001 -3.041611111000009, 107.596555556 -3.041611111000009, 107.596555556 -3.0419722220000267, 107.59580555600002 -3.0419722220000267, 107.59580555600002 -3.0424166669999977, 107.59497222200002 -3.0424166669999977, 107.59497222200002 -3.0429444439999997, 107.59408333300001 -3.0429444439999997, 107.59408333300001 -3.043416666999974, 107.59316666699999 -3.043416666999974, 107.59316666699999 -3.0439722219999794, 107.59219444399997 -3.0439722219999794, 107.59219444399997 -3.0444722220000244, 107.59174999999999 -3.0444722220000244, 107.59174999999999 -3.044861110999989, 107.59613888899997 -3.044861110999989, 107.59613888899997 -3.045472222000001, 107.59694444399997 -3.045472222000001, 107.59694444399997 -3.0450277780000192, 107.59747222200002 -3.0450277780000192, 107.59747222200002 -3.044527777999974, 107.598194444 -3.044527777999974, 107.598194444 -3.0439999999999827, 107.59883333300002 -3.0439999999999827, 107.59883333300002 -3.043583333000015, 107.59949999999998 -3.043583333000015, 107.59949999999998 -3.043083333000027, 107.60019444400001 -3.043083333000027, 107.60019444400001 -3.0426388889999885, 107.60083333300003 -3.0426388889999885, 107.60083333300003 -3.0420833329999937, 107.60163888900001 -3.0420833329999937, 107.60163888900001 -3.041611111000009, 107.60225000000003 -3.041611111000009, 107.60225000000003 -3.0411666670000272, 107.60291666699999 -3.0411666670000272, 107.60291666699999 -3.040638888999979, 107.60363888900002 -3.040638888999979, 107.60363888900002 -3.0401111109999874, 107.604361111 -3.0401111109999874, 107.604361111 -3.0396388890000026, 107.60500000000002 -3.0396388890000026, 107.60500000000002 -3.039111111000011, 107.605805556 -3.039111111000011, 107.605805556 -3.036555555999996))",AKTIF
177528,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,06,KABUPATEN BELITUNG TIMUR,IUP,PT,PT HERO PROGRES INTERNATIONAL,1119066112021004,81201078200390025                                                                                   ,2023-07-07,2043-07-06,OPERASI PRODUKSI,37.32,PASIR KUARSA,6,11,CNC,,,DESA LIMBONGAN,"POLYGON ((108.16761611099997 -3.0682724999999778, 108.16610833300001 -3.0682724999999778, 108.16610833300001 -3.068550000000016, 108.16536944400002 -3.068550000000016, 108.16536944400002 -3.0741969439999934, 108.16013388900001 -3.0741969439999934, 108.16013388900001 -3.0865694440000198, 108.161263889 -3.0865694440000198, 108.161263889 -3.082460000000026, 108.16188388900002 -3.082460000000026, 108.16188388900002 -3.0746263890000023, 108.16684166700003 -3.0746263890000023, 108.16684166700003 -3.068688055999985, 108.16761611099997 -3.068688055999985, 108.16761611099997 -3.0682724999999778))",AKTIF
177529,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,02,KABUPATEN BELITUNG,WIUP,PT,PT SANDEIR SETIA BROTHERS,1119024242021002,,,,PENCADANGAN,47.36,KAOLIN,4,24,,,,"DESA MENTIGI, KEC. MEMBALONG. KABUPATEN BELITUNG. PROV. BANGKA BELITUNG","POLYGON ((107.65076666700003 -3.198972222000009, 107.65076666700003 -3.1997277780000104, 107.64932777799999 -3.1997277780000104, 107.64932777799999 -3.2006583329999785, 107.64806666700002 -3.2006583329999785, 107.64806666700002 -3.2049222219999933, 107.642597222 -3.2049222219999933, 107.642597222 -3.2068027779999966, 107.65206666699999 -3.2068027779999966, 107.65206666699999 -3.198972222000009, 107.65076666700003 -3.198972222000009))",AKTIF
177572,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,02,KABUPATEN BELITUNG,IUP,CV,CV SILICA JAYA SEJAHTERA,1119026112021004,1544/1/IUP/PMDN/2021                                                                                ,2021-11-19,2028-11-19,EKSPLORASI,98.0,PASIR KUARSA,6,11,CNC,,,"DESA LASAR, KECAMATAN MEMBALONG","POLYGON ((107.59613805599997 -2.999951110999973, 107.59613805599997 -3.0073249999999803, 107.60693527799998 -3.0073249999999803, 107.60693527799998 -2.999951110999973, 107.59613805599997 -2.999951110999973))",AKTIF
177594,SUMATERA,Gubernur,19,KEPULAUAN BANGKA BELITUNG,01,KABUPATEN BANGKA,IUP,CV,CV GUNUNG LEBAK,1119014242021001,02201054628180005,2025-08-04,2035-08-04,OPERASI PRODUKSI,6.08,KAOLIN,4,24,CNC,,,BELINYU,"POLYGON ((105.87672222200001 -1.5299999999999727, 105.87672222200001 -1.5326944440000148, 105.878583333 -1.5326944440000148, 105.878583333 -1.5299999999999727, 105.87672222200001 -1.5299999999999727))",AKTIF
177620,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,02,KABUPATEN BELITUNG,IUP,CV,CV SILICA JAYA,1119026112021005,1752/1/IUP/PMDN/2021                                                                                ,2021-12-09,2028-12-09,EKSPLORASI,40.0,PASIR KUARSA,6,11,CNC,,,,"POLYGON ((107.60622222199999 -3.0523333329999787, 107.60622222199999 -3.0545000000000186, 107.60649999999998 -3.0545000000000186, 107.60649999999998 -3.0549166669999863, 107.60702777799997 -3.0549166669999863, 107.60702777799997 -3.0553611110000247, 107.60766666699999 -3.0553611110000247, 107.60766666699999 -3.0558333330000096, 107.608222222 -3.0558333330000096, 107.608222222 -3.0562777779999806, 107.608833333 -3.0562777779999806, 107.608833333 -3.0568888889999926, 107.60961111099999 -3.0568888889999926, 107.60961111099999 -3.0574722220000012, 107.610222222 -3.0574722220000012, 107.610222222 -3.057833333000019, 107.616083333 -3.057833333000019, 107.616083333 -3.055277778000004, 107.61111111100001 -3.055277778000004, 107.61111111100001 -3.0523333329999787, 107.60622222199999 -3.0523333329999787))",AKTIF
178118,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,06,KABUPATEN BELITUNG TIMUR,IUP,PT,PT INDAHSANA LESTARI JAYA,1119066112021005,115/1/IUP/PMDN/2022                                                                                 ,2022-01-21,2029-01-21,EKSPLORASI,205.0,PASIR KUARSA,6,11,CNC,,,"KECAMATAN KELAPA KAMPIT, KABUPATEN BELITUNG TIMUR, PROVINSI KEPULAUAN BANGKA BELITUNG","POLYGON ((107.98474722200001 -2.60344444399999, 107.98474722200001 -2.606416667000019, 107.977972222 -2.606416667000019, 107.977972222 -2.6234999999999786, 107.982722222 -2.6234999999999786, 107.982722222 -2.6192777780000256, 107.98486111099999 -2.6192777780000256, 107.98486111099999 -2.6168055559999743, 107.98899999999998 -2.6168055559999743, 107.98899999999998 -2.60344444399999, 107.98474722200001 -2.60344444399999))",AKTIF
178151,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,06,BELITUNG TIMUR,WIUP,PT,PT ARCHIE EXPERANZA MANUNGGAL,1119066112021006,,,,PENCADANGAN,49.5,PASIR KUARSA,6,11,,,,"DESA BUDING, KECAMATAN KELAPA KAMPIT, KABUPATEN BELITUNG TIMUR, PROVINSI KEP. BANGKA BELITUNG","POLYGON ((107.98374999999999 -2.5818611110000234, 107.98374999999999 -2.5838055560000157, 107.98455555599998 -2.5838055560000157, 107.98455555599998 -2.585944444000006, 107.989083333 -2.585944444000006, 107.989083333 -2.5854305560000057, 107.99296944399998 -2.5854305560000057, 107.99296944399998 -2.584816666999984, 107.99338055599998 -2.584816666999984, 107.99338055599998 -2.584349999999972, 107.99408055599997 -2.584349999999972, 107.99408055599997 -2.583369444000027, 107.99451388900002 -2.583369444000027, 107.99451388900002 -2.5829722220000235, 107.99538888900003 -2.5829722220000235, 107.99538888900003 -2.5811944440000048, 107.99297222199999 -2.5811944440000048, 107.99297222199999 -2.5818611110000234, 107.98374999999999 -2.5818611110000234))",AKTIF
179171,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,01,KABUPATEN BANGKA,IUP,CV,CV SEJAHTERA MINERAL BABEL,2119016112020001,188.4/071/ESDM/DPMTSP/2020                                                                          ,2020-07-21,2030-07-21,OPERASI PRODUKSI,44.0,PASIR KUARSA,6,11,CNC,,,DESA MAPUR KEC RIAU SILIP KAB BANGKA PROVINSI KEPULAUAN BANGKA BELITUNG,"POLYGON ((106.01454999999999 -1.6601888889999827, 106.01454999999999 -1.6606027779999977, 106.01394722200001 -1.6606027779999977, 106.01394722200001 -1.6617194440000276, 106.014458333 -1.6617194440000276, 106.014458333 -1.663208333, 106.01411388899999 -1.663208333, 106.01411388899999 -1.6699888890000238, 106.01507500000002 -1.6699888890000238, 106.01507500000002 -1.671205556000018, 106.01436666699999 -1.671205556000018, 106.01436666699999 -1.6717027779999967, 106.01370277799998 -1.6717027779999967, 106.01370277799998 -1.672236111000018, 106.012741667 -1.672236111000018, 106.012741667 -1.6729666670000256, 106.01192500000002 -1.6729666670000256, 106.01192500000002 -1.6736027779999745, 106.01150277800002 -1.6736027779999745, 106.01150277800002 -1.6739305560000162, 106.01095833300002 -1.6739305560000162, 106.01095833300002 -1.6745694439999852, 106.01098611100002 -1.6745694439999852, 106.01098611100002 -1.6746611109999776, 106.01104166699997 -1.6746611109999776, 106.01104166699997 -1.6748416670000097, 106.01107777800001 -1.6748416670000097, 106.01107777800001 -1.6749305559999925, 106.01112499999999 -1.6749305559999925, 106.01112499999999 -1.6750222219999955, 106.011166667 -1.6750222219999955, 106.011166667 -1.675158333000013, 106.01121666699999 -1.675158333000013, 106.01121666699999 -1.6754750000000058, 106.01149166699997 -1.6754750000000058, 106.01149166699997 -1.6752083330000005, 106.01193055599998 -1.6752083330000005, 106.01193055599998 -1.674874999999986, 106.01236111100002 -1.674874999999986, 106.01236111100002 -1.6745000000000232, 106.012819444 -1.6745000000000232, 106.012819444 -1.6741666670000086, 106.01325000000003 -1.6741666670000086, 106.01325000000003 -1.6738055559999907, 106.01372222200001 -1.6738055559999907, 106.01372222200001 -1.6734444439999834, 106.014194444 -1.6734444439999834, 106.014194444 -1.673913889000005, 106.01440277799998 -1.673913889000005, 106.01440277799998 -1.6743527780000136, 106.01461111100002 -1.6743527780000136, 106.01461111100002 -1.6746583330000249, 106.01496111099999 -1.6746583330000249, 106.01496111099999 -1.674494444000004, 106.01540277800001 -1.674494444000004, 106.01540277800001 -1.6739972220000254, 106.01585833299998 -1.6739972220000254, 106.01585833299998 -1.6738027779999811, 106.01630277800001 -1.6738027779999811, 106.01630277800001 -1.6734611109999946, 106.01676666700001 -1.6734611109999946, 106.01676666700001 -1.6731472220000114, 106.01720833299999 -1.6731472220000114, 106.01720833299999 -1.6728611109999747, 106.01825000000002 -1.6728611109999747, 106.01825000000002 -1.6729194440000015, 106.01842222200003 -1.6729194440000015, 106.01842222200003 -1.6733722220000118, 106.01859166700001 -1.6733722220000118, 106.01859166700001 -1.673825000000022, 106.01875555599997 -1.673825000000022, 106.01875555599997 -1.6741916670000023, 106.01914166699999 -1.6741916670000023, 106.01914166699999 -1.675055556000018, 106.019805556 -1.675055556000018, 106.019805556 -1.6765416669999809, 106.020402778 -1.6765416669999809, 106.020402778 -1.677983332999986, 106.02080277800002 -1.677983332999986, 106.02080277800002 -1.6792750000000183, 106.02267499999999 -1.6792750000000183, 106.02267499999999 -1.673819444000003, 106.02240555600002 -1.673819444000003, 106.02240555600002 -1.6736888890000046, 106.02138611100003 -1.6736888890000046, 106.02138611100003 -1.6734805560000154, 106.02059722199999 -1.6734805560000154, 106.02059722199999 -1.6732527780000055, 106.01942500000001 -1.6732527780000055, 106.01942500000001 -1.6730583329999718, 106.01925555600002 -1.6730583329999718, 106.01925555600002 -1.672911111000019, 106.01875277800002 -1.672911111000019, 106.01875277800002 -1.6728416670000001, 106.01761666700003 -1.6728416670000001, 106.01761666700003 -1.6728055560000143, 106.01740555600003 -1.6728055560000143, 106.01740555600003 -1.672783332999984, 106.01720833299999 -1.672783332999984, 106.01720833299999 -1.6726527779999856, 106.01708888899998 -1.6726527779999856, 106.01708888899998 -1.6724638890000278, 106.01696388900001 -1.6724638890000278, 106.01696388900001 -1.672269443999994, 106.01680555600001 -1.672269443999994, 106.01680555600001 -1.6720388890000208, 106.01658055600001 -1.6720388890000208, 106.01658055600001 -1.6717888890000268, 106.01651666700002 -1.6717888890000268, 106.01651666700002 -1.6715583330000072, 106.01638888899998 -1.6715583330000072, 106.01638888899998 -1.6713416669999788, 106.01626666700002 -1.6713416669999788, 106.01626666700002 -1.6711472220000019, 106.01612499999999 -1.6711472220000019, 106.01612499999999 -1.6709388890000128, 106.01600277799997 -1.6709388890000128, 106.01600277799997 -1.6707416670000157, 106.015863889 -1.6707416670000157, 106.015863889 -1.6705194439999786, 106.01572777799998 -1.6705194439999786, 106.01572777799998 -1.6702888890000054, 106.01559444399999 -1.6702888890000054, 106.01559444399999 -1.6700722219999875, 106.015452778 -1.6700722219999875, 106.015452778 -1.6698166670000205, 106.01530555599999 -1.6698166670000205, 106.01530555599999 -1.6695388890000231, 106.01514166700002 -1.6695388890000231, 106.01514166700002 -1.6692305560000023, 106.01501111099998 -1.6692305560000023, 106.01501111099998 -1.6689722219999794, 106.01487222200001 -1.6689722219999794, 106.01487222200001 -1.6687277780000045, 106.014725 -1.6687277780000045, 106.014725 -1.66853888899999, 106.014580556 -1.66853888899999, 106.014580556 -1.6683555559999945, 106.014472222 -1.6683555559999945, 106.014472222 -1.6682194439999876, 106.01440277799998 -1.6682194439999876, 106.01440277799998 -1.6680055560000255, 106.01444444399999 -1.6680055560000255, 106.01444444399999 -1.6676749999999743, 106.01451111099999 -1.6676749999999743, 106.01451111099999 -1.665124999999989, 106.01457777799999 -1.665124999999989, 106.01457777799999 -1.6648194439999884, 106.01461666699998 -1.6648194439999884, 106.01461666699998 -1.6645750000000135, 106.014658333 -1.6645750000000135, 106.014658333 -1.6631944439999984, 106.01470833299999 -1.6631944439999984, 106.01470833299999 -1.6625527780000198, 106.014780556 -1.6625527780000198, 106.014780556 -1.6621361109999953, 106.014858333 -1.6621361109999953, 106.014858333 -1.6616194439999958, 106.014925 -1.6616194439999958, 106.014925 -1.6606249999999818, 106.014977778 -1.6606249999999818, 106.014977778 -1.6601888889999827, 106.01454999999999 -1.6601888889999827))",AKTIF
